iter	Passed	Remaining
850	1750	306
851	1752	304
852	1754	302
853	1755	300
854	1757	298
855	1759	295
856	1761	293
857	1762	291
858	1764	289
859	1765	287
860	1767	285
861	1769	283
862	1770	281
863	1772	278
864	1773	276
865	1775	274
866	1776	272
867	1778	270
868	1779	268
869	1781	266
870	1783	264
871	1785	262
872	1786	259
873	1788	257
874	1789	255
875	1791	253
876	1792	251
877	1794	249
878	1796	247
879	1797	245
880	1799	243
881	1800	240
882	1802	238
883	1803	236
884	1805	234
885	1806	232
886	1808	230
887	1809	228
888	1811	226
889	1813	224
890	1815	222
891	1816	219
892	1818	217
893	1819	215
894	1821	213
895	1822	211
896	1824	209
897	1826	207
898	1827	205
899	1829	203
900	1830	201
901	1832	199
902	1833	196
903	1835	194
904	1837	192
905	1838	190
906	1839	188
907	1841	186
908	1843	184
909	1844	182
910	1846	180
911	1847	178
912	1849	176
913	1851	174
914	1852	172
915	1854	170
916	1856	167
917	1857	165
918	1859	163
919	1860	161
920	1862	159
921	1863	157
922	1865	155
923	1866	153
924	1868	151
925	1870	149
926	1872	147
927	1873	145
928	1875	143
929	1876	141
930	1878	139
931	1879	137
932	1881	135
933	1882	133
934	1883	130
935	1886	128
936	1888	126
937	1890	124
938	1891	122
939	1893	120
940	1894	118
941	1896	116
942	1897	114
943	1899	112
944	1901	110
945	1903	108
946	1904	106
947	1906	104
948	1907	102
949	1909	100
950	1910	98
951	1912	96
952	1913	94
953	1915	92
954	1917	90
955	1918	88
956	1920	86
957	1922	84
958	1923	82
959	1925	80
960	1926	78
961	1928	76
962	1929	74
963	1931	72
964	1933	70
965	1934	68
966	1936	66
967	1938	64
968	1939	62
969	1941	60
970	1942	58
971	1944	56
972	1946	54
973	1947	51
974	1949	49
975	1950	47
976	1952	45
977	1954	43
978	1955	41
979	1957	39
980	1958	37
981	1960	35
982	1962	33
983	1963	31
984	1965	29
985	1966	27
986	1968	25
987	1969	23
988	1971	21
989	1972	19
990	1974	17
991	1976	15
992	1977	13
993	1979	11
994	1980	9
995	1982	7
996	1983	5
997	1985	3
998	1987	1
999	1988	0
